bathrooms,bedrooms,city,country,currency,datePriceChanged,daysOnZillow,homeStatus,homeStatusForHDP,homeType,imgSrc,isFeatured,isNonOwnerOccupied,isPreforeclosureAuction,isPremierBuilder,isRentalWithBasePrice,isShowcaseListing,isUnmappable,isZillowOwned,latitude,listing_sub_type,livingArea,longitude,lotAreaUnit,lotAreaValue,price,priceChange,priceForHDP,priceReduction,rentZestimate,shouldHighlight,state,streetAddress,taxAssessedValue,timeOnZillow,unit,videoCount,zestimate,zipcode,zpid
3.0,5.0,Mesa,USA,USD,,0,FOR_RENT,FOR_RENT,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/5393460a3144c512520ad553b372ec3f-p_e.jpg,True,True,False,False,False,False,False,False,33.364014,{},1947.0,-111.677185,sqft,6316.2,3400.0,,3400.0,,2592,False,AZ,7259 E Olla Ave,489700.0,36593000,,,573600,85212,124431277
2.0,3.0,Mesa,USA,USD,,0,FOR_RENT,FOR_RENT,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/a134cb983bea4cd21cfe86bfd9587abc-p_e.jpg,True,True,False,False,False,False,False,False,33.401665,{},1298.0,-111.75789,,,3170.0,,3170.0,,2120,False,AZ,746 S 34th St,336200.0,96293000,,,408800,85204,7645635
2.0,2.0,Mesa,USA,USD,,0,FOR_RENT,FOR_RENT,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/e60f3abce3b1095b73a21bfaeaacdc06-p_e.jpg,True,True,False,False,False,False,False,False,33.42461,{},936.0,-111.87784,,,1750.0,,1750.0,,1666,False,AZ,525 N May APT 20,238500.0,356172000,Apt 20,,280400,85201,7609090
2.0,3.0,Mesa,USA,USD,,0,FOR_RENT,FOR_RENT,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/c70e40e8f16fa08874b6fe5e968fcc38-p_e.jpg,True,True,False,False,False,False,False,False,33.37191,{},1459.0,-111.685715,,,2310.0,,2310.0,,2150,False,AZ,2419 S Saranac,380200.0,113894000,,,438900,85209,8273982
1.0,1.0,Mesa,USA,USD,,0,FOR_RENT,FOR_RENT,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/5000d75d233e83df982dbf9664e33ee7-p_e.jpg,True,True,False,False,False,False,False,False,33.4629,{},600.0,-111.70574,sqft,2047.32,1500.0,,1500.0,,1274,False,AZ,5735 E McDowell Rd LOT 282,103564.0,123079000,Lot 282,,158000,85215,7674293
2.0,3.0,Mesa,USA,USD,1739001600000,0,FOR_RENT,FOR_RENT,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/d225732efd6af4089e6a52fe2fed1140-p_e.jpg,True,True,False,False,False,False,False,False,33.398514,{},1502.0,-111.600876,,,2210.0,-5,2210.0,$5 (Feb 8),2067,False,AZ,10640 E Enid Ave,358600.0,297007000,,,425800,85208,8089322
2.0,3.0,Mesa,USA,USD,1738828800000,0,FOR_RENT,FOR_RENT,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/4f92a5cce7a3f6c74240afdd8d399dd8-p_e.jpg,True,True,False,False,False,False,False,False,33.429375,{},1508.0,-111.640755,,,2325.0,-865,2325.0,$865 (Feb 6),2096,False,AZ,8814 E Downing St,347100.0,329897000,,,418100,85207,8067720
2.0,4.0,Mesa,USA,USD,,0,FOR_RENT,FOR_RENT,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/73ec891b4f07da25e7bfb64c334fdd98-p_e.jpg,True,True,False,False,False,False,False,False,33.38467,{},1762.0,-111.74848,,,2549.0,,2549.0,,3256,False,AZ,3830 E Irwin Ave,412000.0,295624000,,,489500,85206,7654336
3.0,5.0,Mesa,USA,USD,,0,FOR_RENT,FOR_RENT,SINGLE_FAMILY,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=33.446739196777344,-111.68236541748047&key=AIzaSyBWYJWCA8FNMQvSe_k3LKfDGJaEgdKwsco&signature=uBWL5PmOkl9BKbplFhWtVxE2dvw=",True,True,False,False,False,False,False,False,33.44674,{},3461.0,-111.682365,,,4999.0,,4999.0,,4388,False,AZ,6854 E Ivyglen St,881600.0,1026934000,,,1031900,85207,95077537
2.0,3.0,Mesa,USA,USD,,0,FOR_RENT,FOR_RENT,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/85965564a301593280005334feb2b721-p_e.jpg,True,True,False,False,False,False,False,False,33.464966,{},1394.0,-111.7045,,,2275.0,,2275.0,,1953,False,AZ,5840 E Norland St,331700.0,354584000,,,414500,85215,52425069
3.0,4.0,Mesa,USA,USD,1738915200000,0,FOR_RENT,FOR_RENT,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/92cf2a8b24ae7716fd3cb00c38dd5951-p_e.jpg,True,True,False,False,False,False,False,False,33.41363,{},1540.0,-111.59091,,,2220.0,5,2220.0,,2130,False,AZ,11124 E Abilene Ave,326000.0,285175000,,,393200,85208,63201455
2.0,3.0,Mesa,USA,USD,,0,FOR_RENT,FOR_RENT,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/c35396428e5bd35c2d0a6e1b17f62350-p_e.jpg,True,True,False,False,False,False,False,False,33.360344,{},1357.0,-111.641624,,,2199.0,,2199.0,,2040,False,AZ,8924 E Portobello Ave,348500.0,860372000,,,425600,85212,60990561
3.0,3.0,Mesa,USA,USD,1739001600000,0,FOR_RENT,FOR_RENT,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/e952a91a63789f305506b097f31e84e5-p_e.jpg,True,True,False,False,False,False,False,False,33.37515,{},1845.0,-111.64537,,,2300.0,-25,2300.0,$25 (Feb 8),2150,False,AZ,8746 E Lakeview Ave,363800.0,701099000,,,409000,85209,55279972
3.0,4.0,Mesa,USA,USD,1738656000000,0,FOR_RENT,FOR_RENT,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/10698cb1596d56c6885b070dda7bb0bb-p_e.jpg,True,True,False,False,False,False,False,False,33.421642,{},1540.0,-111.622444,,,2260.0,-850,2260.0,$850 (Feb 4),2170,False,AZ,9645 E Baltimore St,338300.0,761633000,,,397100,85207,59209361
3.0,4.0,Mesa,USA,USD,,0,FOR_RENT,FOR_RENT,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/1da71b688cee7cc6ddf4dca755b44604-p_e.jpg,True,True,False,False,False,False,False,False,33.398357,{},2179.0,-111.607346,,,2250.0,,2250.0,,2283,False,AZ,10362 E El Moro Cir,395700.0,970908000,,,448600,85208,8089139
2.0,3.0,Mesa,USA,USD,1738828800000,0,FOR_RENT,FOR_RENT,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/1437c9ad960ffca04f725011b54ea53f-p_e.jpg,True,True,False,False,False,False,False,False,33.36585,{},1333.0,-111.675026,,,2245.0,-5,2245.0,$5 (Feb 6),2005,False,AZ,7416 E Naranja Ave,347100.0,891517000,,,405800,85209,8274247
2.0,3.0,Mesa,USA,USD,1738569600000,0,FOR_RENT,FOR_RENT,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/0505bd2dc61aff97f9fb0cb82e761371-p_e.jpg,True,True,False,False,False,False,False,False,33.389095,{},1120.0,-111.77791,,,2015.0,-50,2015.0,$50 (Feb 3),2127,False,AZ,2463 E Holmes Ave,309100.0,890120000,,,400700,85204,7652095
2.0,3.0,Mesa,USA,USD,,7,FOR_RENT,FOR_RENT,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/ff41b0f48792f6716025f06bed5c9f77-p_e.jpg,True,True,False,False,False,False,False,False,33.359257,{},1400.0,-111.63043,,,2095.0,,2095.0,,2148,False,AZ,9428 E Posada Ave,364600.0,671680000,,1,405800,85212,8228764
3.0,4.0,Mesa,USA,USD,,0,FOR_RENT,FOR_RENT,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/4a6d29066d7f32d06c0833ebb5bdfec0-p_e.jpg,True,True,False,False,False,False,False,False,33.477325,{},2451.0,-111.677574,,,3995.0,,3995.0,,3634,False,AZ,3343 N Boulder Cyn,625600.0,1660868000,,,712700,85207,60049291
3.0,4.0,Mesa,USA,USD,,0,FOR_RENT,FOR_RENT,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/de382b6aa0523bc5450da55dc11496a1-p_e.jpg,True,True,False,False,False,False,False,False,33.358402,{},2094.0,-111.64783,,,2499.0,,2499.0,,2571,False,AZ,8631 E Peralta Ave,423800.0,797455000,,,514500,85212,2061264186
2.0,4.0,Mesa,USA,USD,1737532800000,0,FOR_RENT,FOR_RENT,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/875c935ca347b55a4a08aa84de6767f3-p_e.jpg,True,True,False,False,False,False,False,False,33.424126,{},1776.0,-111.87008,,,2610.0,45,2610.0,,2437,False,AZ,1810 W 5th St,340800.0,1841322000,,,397700,85201,7608836
2.0,3.0,Mesa,USA,USD,1739001600000,0,FOR_RENT,FOR_RENT,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/470b420ea3f380e56d0048c6c73ee58d-p_e.jpg,True,True,False,False,False,False,False,False,33.461487,{},1533.0,-111.68562,,,2280.0,-55,2280.0,$55 (Feb 8),2203,False,AZ,6726 E Minton St,361300.0,891549000,,,436900,85215,7669852
3.0,3.0,Mesa,USA,USD,1738742400000,0,FOR_RENT,FOR_RENT,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/bfbb50dbb3ed30b44f83a33acb00294a-p_e.jpg,True,True,False,False,False,False,False,False,33.420578,{},1737.0,-111.7081,,,2275.0,-25,2275.0,$25 (Feb 5),2099,False,AZ,248 N Sandal,363800.0,1064607000,,,404200,85205,240310672
2.0,3.0,Mesa,USA,USD,1738569600000,0,FOR_RENT,FOR_RENT,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/62a7fa3b3377b5d80991d52c76ec02ac-p_e.jpg,True,True,False,False,False,False,False,False,33.37285,{},1425.0,-111.65031,,,2020.0,-50,2020.0,$50 (Feb 3),1961,False,AZ,8525 E Laguna Azul Ave,362200.0,779938000,,,399100,85209,55275157
3.0,3.0,Mesa,USA,USD,,0,FOR_RENT,FOR_RENT,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/3a08259890e6fbf18b0e2c5b4cb1a39b-p_e.jpg,True,True,False,False,False,False,False,False,33.421284,{},1554.0,-111.708084,,,2150.0,,2150.0,,2029,False,AZ,312 N Sandal,349600.0,669300000,,,381700,85205,240310758
3.0,3.0,Mesa,USA,USD,1738310400000,0,FOR_RENT,FOR_RENT,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/d992570505c6ac7224f7c0868090e91e-p_e.jpg,True,True,False,False,False,False,False,False,33.33033,{},2435.0,-111.59414,,,2349.0,-61,2349.0,$61 (Jan 31),2367,False,AZ,11121 E Sonrisa Ave,417000.0,2672498000,,,469400,85212,82240393
